Wk,Day,Date,Time,Home,Home_xG,Score,Away_xG,Away,Attendance,Venue,Referee,Match Report,Notes,game_link,ids,Season,Home_Score,Away_Score
10.0,Sat,2023-06-10,18:30,Bahia,1.4,2–2,2.4,Cruzeiro,34019.0,Itaipava Arena Fonte Nova,Rodrigo José Pereira de Lima,Match Report,,/en/matches/a16bf8b9/Bahia-Cruzeiro-June-10-2023-Serie-A,a16bf8b9,2023,2,2
10.0,Sat,2023-06-10,18:30,Atlético Mineiro,1.7,1–1,0.5,Bragantino,28786.0,Estádio Governador Magalhães Pinto,Rafael Rodrigo Klein,Match Report,,/en/matches/b06d3f58/Atletico-Mineiro-Bragantino-June-10-2023-Serie-A,b06d3f58,2023,1,1
10.0,Sat,2023-06-10,18:30,Corinthians,1.4,1–1,0.7,Cuiabá,40512.0,Neo Química Arena,André Luiz Skettino Policarpo Bento,Match Report,,/en/matches/b192a1ed/Corinthians-Cuiaba-June-10-2023-Serie-A,b192a1ed,2023,1,1
10.0,Sun,2023-06-11,11:00,América (MG),1.9,2–2,0.8,Ath Paranaense,5902.0,Estádio Governador Magalhães Pinto,João Vitor Gobi,Match Report,,/en/matches/a2ef488d/America-MG-Athletico-Paranaense-June-11-2023-Serie-A,a2ef488d,2023,2,2
10.0,Sun,2023-06-11,16:00,Internacional,1.6,2–1,0.9,Vasco da Gama,18044.0,Estádio José Pinheiro Borba,Edina Alves Batista,Match Report,,/en/matches/d5dd62f2/Internacional-Vasco-da-Gama-June-11-2023-Serie-A,d5dd62f2,2023,2,1
10.0,Sun,2023-06-11,16:00,São Paulo,1.4,0–2,0.7,Palmeiras,56871.0,Estádio do Morumbi,Raphael Claus,Match Report,,/en/matches/dcdbfc6f/Sao-Paulo-Palmeiras-June-11-2023-Serie-A,dcdbfc6f,2023,0,2
10.0,Sun,2023-06-11,18:30,Flamengo,1.9,3–0,2.0,Grêmio,62967.0,Estadio Jornalista Mário Filho,Savio Pereira,Match Report,,/en/matches/679fa52b/Flamengo-Gremio-June-11-2023-Serie-A,679fa52b,2023,3,0
10.0,Sun,2023-06-11,18:30,Goiás,2.1,2–2,1.3,Fluminense,10260.0,Estádio de Hailé Pinheiro,Leandro Pedro Vuaden,Match Report,,/en/matches/ab52d5c1/Goias-Fluminense-June-11-2023-Serie-A,ab52d5c1,2023,2,2
10.0,Sat,2023-06-10,21:00,Botafogo (RJ),3.7,2–0,0.4,Fortaleza,19297.0,Estádio Nilton Santos,Wilton Sampaio,Match Report,,/en/matches/390ac618/Botafogo-RJ-Fortaleza-June-10-2023-Serie-A,390ac618,2023,2,0
11.0,Wed,2023-06-21,19:00,São Paulo,0.6,2–1,1.2,Ath Paranaense,22882.0,Estádio do Morumbi,Savio Pereira,Match Report,,/en/matches/0757cb49/Sao-Paulo-Athletico-Paranaense-June-21-2023-Serie-A,0757cb49,2023,2,1
11.0,Wed,2023-06-21,19:00,Cruzeiro,1.1,0–1,1.8,Fortaleza,28494.0,Estádio Governador Magalhães Pinto,Bruno Arleu de Araujo,Match Report,,/en/matches/f9ba9b18/Cruzeiro-Fortaleza-June-21-2023-Serie-A,f9ba9b18,2023,0,1
11.0,Wed,2023-06-21,20:00,Santos,0.8,0–2,1.3,Corinthians,12499.0,Estádio Urbano Caldeira,Leandro Pedro Vuaden,Match Report,,/en/matches/3d1ecea6/Santos-Corinthians-June-21-2023-Serie-A,3d1ecea6,2023,0,2
11.0,Thu,2023-06-22,19:00,Grêmio,2.4,3–1,0.8,América (MG),15864.0,Arena do Grêmio,Edina Alves Batista,Match Report,,/en/matches/5e8c6f7c/Gremio-America-MG-June-22-2023-Serie-A,5e8c6f7c,2023,3,1
11.0,Thu,2023-06-22,19:00,Cuiabá,1.1,0–1,1.2,Botafogo (RJ),13981.0,Arena Pantanal,Flavio Rodrigues de Souza,Match Report,,/en/matches/e5aac352/Cuiaba-Botafogo-RJ-June-22-2023-Serie-A,e5aac352,2023,0,1
11.0,Thu,2023-06-22,20:00,Vasco da Gama,1.7,0–1,0.4,Goiás,17647.0,Estádio Club de Regatas Vasco da Gama,Jean Pierre Goncalves Lima,Match Report,,/en/matches/77ac37f7/Vasco-da-Gama-Goias-June-22-2023-Serie-A,77ac37f7,2023,0,1
11.0,Thu,2023-06-22,20:00,Coritiba,1.5,0–1,0.9,Internacional,25983.0,Estádio Major Antônio Couto Pereira,André Luiz Skettino Policarpo Bento,Match Report,,/en/matches/a9674403/Coritiba-Internacional-June-22-2023-Serie-A,a9674403,2023,0,1
11.0,Wed,2023-06-21,21:30,Bahia,1.1,1–0,0.8,Palmeiras,31013.0,Itaipava Arena Fonte Nova,Wilton Sampaio,Match Report,,/en/matches/11fe5757/Bahia-Palmeiras-June-21-2023-Serie-A,11fe5757,2023,1,0
11.0,Wed,2023-06-21,21:30,Fluminense,0.4,1–1,1.4,Atlético Mineiro,7788.0,Estádio General Sílvio Raulino de Olivei...,Ramon Abatti Abel,Match Report,,/en/matches/6ecec3d4/Fluminense-Atletico-Mineiro-June-21-2023-Serie-A,6ecec3d4,2023,1,1
11.0,Thu,2023-06-22,21:30,Bragantino,3.3,4–0,0.8,Flamengo,10103.0,Estádio Nabi Abi Chedid,Anderson Daronco,Match Report,,/en/matches/f24b6d5f/Bragantino-Flamengo-June-22-2023-Serie-A,f24b6d5f,2023,4,0
12.0,Sat,2023-06-24,16:00,Ath Paranaense,2.7,1–0,0.9,Corinthians,30144.0,Estádio Joaquim Américo Guimarães,Wagner do Nascimento Magalhães,Match Report,,/en/matches/403d4d23/Athletico-Paranaense-Corinthians-June-24-2023-Serie-A,403d4d23,2023,1,0
12.0,Sat,2023-06-24,18:30,Fluminense,3.0,2–1,1.0,Bahia,24507.0,Estadio Jornalista Mário Filho,Savio Pereira,Match Report,,/en/matches/bb4c6c21/Fluminense-Bahia-June-24-2023-Serie-A,bb4c6c21,2023,2,1
12.0,Sat,2023-06-24,18:30,Fortaleza,0.8,2–1,1.0,Atlético Mineiro,27109.0,Estádio Castelão,Leandro Pedro Vuaden,Match Report,,/en/matches/f63b6261/Fortaleza-Atletico-Mineiro-June-24-2023-Serie-A,f63b6261,2023,2,1
12.0,Sun,2023-06-25,16:00,Grêmio,3.4,5–1,1.1,Coritiba,37048.0,Arena do Grêmio,João Vitor Gobi,Match Report,,/en/matches/01f413fe/Gremio-Coritiba-June-25-2023-Serie-A,01f413fe,2023,5,1
12.0,Sun,2023-06-25,16:00,Palmeiras,2.6,0–1,0.8,Botafogo (RJ),38877.0,Allianz Parque,Anderson Daronco,Match Report,,/en/matches/1a9a87e6/Palmeiras-Botafogo-RJ-June-25-2023-Serie-A,1a9a87e6,2023,0,1
12.0,Sun,2023-06-25,18:30,Bragantino,1.7,2–0,0.2,Goiás,3798.0,Estádio Nabi Abi Chedid,Bruno Mota Correia,Match Report,,/en/matches/7e554cbc/Bragantino-Goias-June-25-2023-Serie-A,7e554cbc,2023,2,0
12.0,Sun,2023-06-25,18:30,América (MG),1.3,1–2,1.0,Internacional,2249.0,Estádio Raimundo Sampaio,Flavio Rodrigues de Souza,Match Report,,/en/matches/ce52b24c/America-MG-Internacional-June-25-2023-Serie-A,ce52b24c,2023,1,2
12.0,Sun,2023-06-25,18:30,Santos,1.8,2–3,0.8,Flamengo,,Estádio Urbano Caldeira,Wilton Sampaio,Match Report,,/en/matches/edffb24f/Santos-Flamengo-June-25-2023-Serie-A,edffb24f,2023,2,3
12.0,Sat,2023-06-24,21:00,Cruzeiro,0.5,1–0,1.4,São Paulo,17478.0,Estádio Raimundo Sampaio,Ramon Abatti Abel,Match Report,,/en/matches/a44bf098/Cruzeiro-Sao-Paulo-June-24-2023-Serie-A,a44bf098,2023,1,0
12.0,Mon,2023-06-26,21:00,Vasco da Gama,1.7,1–0,0.6,Cuiabá,,Estádio Club de Regatas Vasco da Gama,Rafael Rodrigo Klein,Match Report,,/en/matches/e7fe0c1f/Vasco-da-Gama-Cuiaba-June-26-2023-Serie-A,e7fe0c1f,2023,1,0
13.0,Sat,2023-07-01,16:00,São Paulo,1.1,1–0,0.2,Fluminense,49153.0,Estádio do Morumbi,Anderson Daronco,Match Report,,/en/matches/3ae37b33/Sao-Paulo-Fluminense-July-1-2023-Serie-A,3ae37b33,2023,1,0
13.0,Sat,2023-07-01,18:30,Bahia,1.9,1–2,2.9,Grêmio,34090.0,Itaipava Arena Fonte Nova,Marcelo de Lima Henrique,Match Report,,/en/matches/0ace8a80/Bahia-Gremio-July-1-2023-Serie-A,0ace8a80,2023,1,2
13.0,Sat,2023-07-01,18:30,Flamengo,1.3,2–0,1.6,Fortaleza,64853.0,Estadio Jornalista Mário Filho,Savio Pereira,Match Report,,/en/matches/8ef6284b/Flamengo-Fortaleza-July-1-2023-Serie-A,8ef6284b,2023,2,0
13.0,Sun,2023-07-02,11:00,Corinthians,0.6,0–1,0.9,Bragantino,42404.0,Neo Química Arena,Edina Alves Batista,Match Report,,/en/matches/8b1896a6/Corinthians-Bragantino-July-2-2023-Serie-A,8b1896a6,2023,0,1
13.0,Sun,2023-07-02,16:00,Botafogo (RJ),1.7,2–0,0.9,Vasco da Gama,38798.0,Estádio Nilton Santos,Raphael Claus,Match Report,,/en/matches/0f1d4c1d/Botafogo-RJ-Vasco-da-Gama-July-2-2023-Serie-A,0f1d4c1d,2023,2,0
13.0,Sun,2023-07-02,16:00,Atlético Mineiro,1.3,2–2,2.6,América (MG),34507.0,Estádio Governador Magalhães Pinto,Wilton Sampaio,Match Report,,/en/matches/76f1d6f4/Atletico-Mineiro-America-MG-July-2-2023-Serie-A,76f1d6f4,2023,2,2
13.0,Sun,2023-07-02,16:00,Ath Paranaense,3.5,2–2,1.6,Palmeiras,33118.0,Estádio Joaquim Américo Guimarães,Jean Pierre Goncalves Lima,Match Report,,/en/matches/ace5a2be/Athletico-Paranaense-Palmeiras-July-2-2023-Serie-A,ace5a2be,2023,2,2
13.0,Sun,2023-07-02,17:30,Cuiabá,1.1,3–0,0.3,Santos,13477.0,Arena Pantanal,Bruno Mota Correia,Match Report,,/en/matches/25b62389/Cuiaba-Santos-July-2-2023-Serie-A,25b62389,2023,3,0
13.0,Sat,2023-07-01,21:00,Internacional,2.0,0–0,1.0,Cruzeiro,23923.0,Estádio José Pinheiro Borba,Wagner do Nascimento Magalhães,Match Report,,/en/matches/36f5483b/Internacional-Cruzeiro-July-1-2023-Serie-A,36f5483b,2023,0,0
13.0,Mon,2023-07-03,20:00,Goiás,1.9,1–2,0.9,Coritiba,10394.0,Estádio de Hailé Pinheiro,Denis da Silva Ribeiro Serafim,Match Report,,/en/matches/0134bd3f/Goias-Coritiba-July-3-2023-Serie-A,0134bd3f,2023,1,2
14.0,Sat,2023-07-08,15:00,Cuiabá,1.5,1–1,0.3,Bahia,,Arena Pantanal,Wagner do Nascimento Magalhães,Match Report,,/en/matches/ec99a579/Cuiaba-Bahia-July-8-2023-Serie-A,ec99a579,2023,1,1
14.0,Sat,2023-07-08,16:00,Vasco da Gama,1.3,0–1,0.7,Cruzeiro,,Estádio Club de Regatas Vasco da Gama,Savio Pereira,Match Report,,/en/matches/891b1741/Vasco-da-Gama-Cruzeiro-July-8-2023-Serie-A,891b1741,2023,0,1
14.0,Sat,2023-07-08,18:30,Atlético Mineiro,1.4,0–1,0.8,Corinthians,,Estádio Governador Magalhães Pinto,Rodrigo José Pereira de Lima,Match Report,,/en/matches/84ceab12/Atletico-Mineiro-Corinthians-July-8-2023-Serie-A,84ceab12,2023,0,1
14.0,Sat,2023-07-08,18:30,Coritiba,1.9,3–1,1.1,América (MG),,Estádio Major Antônio Couto Pereira,Rafael Rodrigo Klein,Match Report,,/en/matches/ae19c3fb/Coritiba-America-MG-July-8-2023-Serie-A,ae19c3fb,2023,3,1
14.0,Sun,2023-07-09,11:00,Santos,2.4,4–3,1.9,Goiás,,Estádio Urbano Caldeira,Bruno Arleu de Araujo,Match Report,,/en/matches/24d099b0/Santos-Goias-July-9-2023-Serie-A,24d099b0,2023,4,3
14.0,Sun,2023-07-09,16:00,Bragantino,1.6,0–0,0.5,São Paulo,,Estádio Nabi Abi Chedid,Raphael Claus,Match Report,,/en/matches/8be82973/Bragantino-Sao-Paulo-July-9-2023-Serie-A,8be82973,2023,0,0
14.0,Sun,2023-07-09,16:00,Fluminense,1.1,2–0,0.4,Internacional,,Estadio Jornalista Mário Filho,Luiz Flávio de Oliveira,Match Report,,/en/matches/bab87775/Fluminense-Internacional-July-9-2023-Serie-A,bab87775,2023,2,0
14.0,Sun,2023-07-09,18:30,Fortaleza,1.5,1–0,1.2,Ath Paranaense,,Estádio Castelão,André Luiz Skettino Policarpo Bento,Match Report,,/en/matches/3a70197c/Fortaleza-Athletico-Paranaense-July-9-2023-Serie-A,3a70197c,2023,1,0
14.0,Sun,2023-07-09,18:30,Grêmio,1.6,0–2,1.1,Botafogo (RJ),,Arena do Grêmio,Flavio Rodrigues de Souza,Match Report,,/en/matches/625fe3b1/Gremio-Botafogo-RJ-July-9-2023-Serie-A,625fe3b1,2023,0,2
14.0,Sat,2023-07-08,21:00,Palmeiras,1.1,1–1,0.8,Flamengo,,Allianz Parque,Ramon Abatti Abel,Match Report,,/en/matches/2f04093d/Palmeiras-Flamengo-July-8-2023-Serie-A,2f04093d,2023,1,1
15.0,Sun,2023-07-16,11:00,Cruzeiro,0.8,0–0,1.1,Coritiba,,Estádio Raimundo Sampaio,Leandro Pedro Vuaden,Match Report,,/en/matches/b4efa278/Cruzeiro-Coritiba-July-16-2023-Serie-A,b4efa278,2023,0,0
15.0,Sun,2023-07-16,16:00,São Paulo,3.2,4–1,1.1,Santos,,Estádio do Morumbi,Braulio da Silva Machado,Match Report,,/en/matches/0cc1c250/Sao-Paulo-Santos-July-16-2023-Serie-A,0cc1c250,2023,4,1
15.0,Sun,2023-07-16,16:00,Fortaleza,0.9,0–1,0.7,Cuiabá,43048.0,Estádio Castelão,Yuri Elino Ferreira da Cruz,Match Report,,/en/matches/398939db/Fortaleza-Cuiaba-July-16-2023-Serie-A,398939db,2023,0,1
15.0,Sun,2023-07-16,16:00,Fluminense,1.5,0–0,0.4,Flamengo,62354.0,Estadio Jornalista Mário Filho,Savio Pereira,Match Report,,/en/matches/7fb1cb34/Fluminense-Flamengo-July-16-2023-Serie-A,7fb1cb34,2023,0,0
15.0,Sun,2023-07-16,18:30,Ath Paranaense,2.2,2–0,1.0,Bahia,17091.0,Estádio Joaquim Américo Guimarães,Rafael Rodrigo Klein,Match Report,,/en/matches/2b850bc9/Athletico-Paranaense-Bahia-July-16-2023-Serie-A,2b850bc9,2023,2,0
15.0,Sun,2023-07-16,18:30,Internacional,0.5,0–0,1.4,Palmeiras,41823.0,Estádio José Pinheiro Borba,Rodrigo José Pereira de Lima,Match Report,,/en/matches/3a8e1912/Internacional-Palmeiras-July-16-2023-Serie-A,3a8e1912,2023,0,0
15.0,Sat,2023-07-15,21:00,Botafogo (RJ),1.0,2–0,1.4,Bragantino,37036.0,Estádio Nilton Santos,Anderson Daronco,Match Report,,/en/matches/0e440cf1/Botafogo-RJ-Bragantino-July-15-2023-Serie-A,0e440cf1,2023,2,0
15.0,Mon,2023-07-17,20:00,Goiás,1.5,0–0,0.2,Atlético Mineiro,,Estádio de Hailé Pinheiro,Raphael Claus,Match Report,,/en/matches/ad61e621/Goias-Atletico-Mineiro-July-17-2023-Serie-A,ad61e621,2023,0,0
16.0,Sat,2023-07-22,16:00,Palmeiras,1.4,3–1,1.5,Fortaleza,,Allianz Parque,Rafael Rodrigo Klein,Match Report,,/en/matches/700d293a/Palmeiras-Fortaleza-July-22-2023-Serie-A,700d293a,2023,3,1
16.0,Sat,2023-07-22,16:00,Flamengo,2.5,1–1,1.3,América (MG),,Estadio Jornalista Mário Filho,Rodrigo José Pereira de Lima,Match Report,,/en/matches/e5bd7603/Flamengo-America-MG-July-22-2023-Serie-A,e5bd7603,2023,1,1
16.0,Sat,2023-07-22,17:30,Cuiabá,2.2,2–1,0.9,São Paulo,34072.0,Arena Pantanal,Bruno Mota Correia,Match Report,,/en/matches/5cfcda22/Cuiaba-Sao-Paulo-July-22-2023-Serie-A,5cfcda22,2023,2,1
16.0,Sat,2023-07-22,18:30,Bahia,1.4,0–0,0.1,Corinthians,43716.0,Itaipava Arena Fonte Nova,André Luiz Skettino Policarpo Bento,Match Report,,/en/matches/02e3728c/Bahia-Corinthians-July-22-2023-Serie-A,02e3728c,2023,0,0
16.0,Sun,2023-07-23,16:00,Santos,0.9,2–2,1.0,Botafogo (RJ),,Estádio Urbano Caldeira,Ramon Abatti Abel,Match Report,,/en/matches/1515199b/Santos-Botafogo-RJ-July-23-2023-Serie-A,1515199b,2023,2,2
16.0,Sun,2023-07-23,16:00,Cruzeiro,1.1,0–1,0.3,Goiás,,Estádio Raimundo Sampaio,Caio Max Augusto Vieira,Match Report,,/en/matches/643cb96f/Cruzeiro-Goias-July-23-2023-Serie-A,643cb96f,2023,0,1
16.0,Sun,2023-07-23,16:00,Bragantino,1.0,0–0,0.9,Internacional,,Estádio Nabi Abi Chedid,Maguielson Lima Barbosa,Match Report,,/en/matches/8ac77faf/Bragantino-Internacional-July-23-2023-Serie-A,8ac77faf,2023,0,0
16.0,Sun,2023-07-23,18:30,Vasco da Gama,1.5,0–2,1.3,Ath Paranaense,,Estádio Club de Regatas Vasco da Gama,Paulo Cesar Zanovelli da Silva,Match Report,,/en/matches/6d3c19ac/Vasco-da-Gama-Athletico-Paranaense-July-23-2023-Serie-A,6d3c19ac,2023,0,2
16.0,Sat,2023-07-22,21:00,Grêmio,0.7,1–0,0.9,Atlético Mineiro,37085.0,Arena do Grêmio,Luiz Flávio de Oliveira,Match Report,,/en/matches/8acf2633/Gremio-Atletico-Mineiro-July-22-2023-Serie-A,8acf2633,2023,1,0
16.0,Mon,2023-07-24,19:00,Coritiba,1.9,2–0,1.0,Fluminense,,Estádio Major Antônio Couto Pereira,Flavio Rodrigues de Souza,Match Report,,/en/matches/67f3cd93/Coritiba-Fluminense-July-24-2023-Serie-A,67f3cd93,2023,2,0
17.0,Sat,2023-07-29,16:00,Ath Paranaense,3.0,3–3,1.8,Cruzeiro,,Estádio Joaquim Américo Guimarães,Yuri Elino Ferreira da Cruz,Match Report,,/en/matches/32dde8ad/Athletico-Paranaense-Cruzeiro-July-29-2023-Serie-A,32dde8ad,2023,3,3
17.0,Sat,2023-07-29,16:00,Internacional,1.0,1–2,1.0,Cuiabá,,Estádio José Pinheiro Borba,Matheus Delgado Candançan,Match Report,,/en/matches/5d45dca8/Internacional-Cuiaba-July-29-2023-Serie-A,5d45dca8,2023,1,2
17.0,Sat,2023-07-29,16:00,Fluminense,2.0,1–0,0.1,Santos,,Estadio Jornalista Mário Filho,Rodrigo José Pereira de Lima,Match Report,,/en/matches/a8c7278b/Fluminense-Santos-July-29-2023-Serie-A,a8c7278b,2023,1,0
17.0,Sat,2023-07-29,18:30,Corinthians,1.3,3–1,1.7,Vasco da Gama,,Neo Química Arena,Leandro Pedro Vuaden,Match Report,,/en/matches/4304e6b4/Corinthians-Vasco-da-Gama-July-29-2023-Serie-A,4304e6b4,2023,3,1
17.0,Sat,2023-07-29,18:30,Fortaleza,1.0,0–3,2.1,Bragantino,,Estádio Castelão,André Luiz Skettino Policarpo Bento,Match Report,,/en/matches/a0b51afe/Fortaleza-Bragantino-July-29-2023-Serie-A,a0b51afe,2023,0,3
17.0,Sun,2023-07-30,11:00,São Paulo,1.8,0–0,0.5,Bahia,,Estádio do Morumbi,Ramon Abatti Abel,Match Report,,/en/matches/3682daa0/Sao-Paulo-Bahia-July-30-2023-Serie-A,3682daa0,2023,0,0
17.0,Sun,2023-07-30,16:00,América (MG),1.4,1–4,0.9,Palmeiras,,Estádio Raimundo Sampaio,Braulio da Silva Machado,Match Report,,/en/matches/630a5db6/America-MG-Palmeiras-July-30-2023-Serie-A,630a5db6,2023,1,4
17.0,Sun,2023-07-30,16:00,Botafogo (RJ),0.9,4–1,1.2,Coritiba,,Estádio Nilton Santos,João Vitor Gobi,Match Report,,/en/matches/c57dd703/Botafogo-RJ-Coritiba-July-30-2023-Serie-A,c57dd703,2023,4,1
17.0,Sun,2023-07-30,18:30,Goiás,0.8,1–1,0.3,Grêmio,,Estádio de Hailé Pinheiro,Paulo Cesar Zanovelli da Silva,Match Report,,/en/matches/3173676b/Goias-Gremio-July-30-2023-Serie-A,3173676b,2023,1,1
17.0,Sat,2023-07-29,21:00,Atlético Mineiro,0.9,1–2,1.8,Flamengo,,Estádio Raimundo Sampaio,Flavio Rodrigues de Souza,Match Report,,/en/matches/bb115484/Atletico-Mineiro-Flamengo-July-29-2023-Serie-A,bb115484,2023,1,2
18.0,Sat,2023-08-05,16:00,Santos,1.1,1–1,0.2,Ath Paranaense,,Estádio Urbano Caldeira,André Luiz Skettino Policarpo Bento,Match Report,,/en/matches/f60359d3/Santos-Athletico-Paranaense-August-5-2023-Serie-A,f60359d3,2023,1,1
18.0,Sat,2023-08-05,18:30,Goiás,0.9,1–0,0.7,Fortaleza,,Estádio de Hailé Pinheiro,Leandro Pedro Vuaden,Match Report,,/en/matches/53c7a814/Goias-Fortaleza-August-5-2023-Serie-A,53c7a814,2023,1,0
18.0,Sat,2023-08-05,18:30,Internacional,1.5,2–2,1.1,Corinthians,,Estádio José Pinheiro Borba,Wagner do Nascimento Magalhães,Match Report,,/en/matches/9edf87c1/Internacional-Corinthians-August-5-2023-Serie-A,9edf87c1,2023,2,2
18.0,Sun,2023-08-06,16:00,São Paulo,0.9,0–2,1.9,Atlético Mineiro,53460.0,Estádio do Morumbi,Rodrigo José Pereira de Lima,Match Report,,/en/matches/6bfe3823/Sao-Paulo-Atletico-Mineiro-August-6-2023-Serie-A,6bfe3823,2023,0,2
18.0,Sun,2023-08-06,16:00,Vasco da Gama,1.8,1–0,1.5,Grêmio,,Estádio Club de Regatas Vasco da Gama,Luiz Flávio de Oliveira,Match Report,,/en/matches/c172e70c/Vasco-da-Gama-Gremio-August-6-2023-Serie-A,c172e70c,2023,1,0
18.0,Sun,2023-08-06,18:30,Cruzeiro,0.9,0–0,0.1,Botafogo (RJ),44759.0,Estádio Raimundo Sampaio,Raphael Claus,Match Report,,/en/matches/02faa247/Cruzeiro-Botafogo-RJ-August-6-2023-Serie-A,02faa247,2023,0,0
18.0,Sun,2023-08-06,18:30,Bahia,1.7,3–1,0.4,América (MG),34313.0,Itaipava Arena Fonte Nova,Matheus Delgado Candançan,Match Report,,/en/matches/3c0e51a1/Bahia-America-MG-August-6-2023-Serie-A,3c0e51a1,2023,3,1
18.0,Sun,2023-08-06,18:30,Coritiba,0.5,0–1,1.0,Bragantino,,Estádio Major Antônio Couto Pereira,Yuri Elino Ferreira da Cruz,Match Report,,/en/matches/c17a59b8/Coritiba-Bragantino-August-6-2023-Serie-A,c17a59b8,2023,0,1
18.0,Sun,2023-08-06,19:00,Cuiabá,1.9,3–0,0.8,Flamengo,33091.0,Arena Pantanal,Anderson Daronco,Match Report,,/en/matches/f083a702/Cuiaba-Flamengo-August-6-2023-Serie-A,f083a702,2023,3,0
18.0,Sat,2023-08-05,21:00,Fluminense,2.6,2–1,1.0,Palmeiras,77973.0,Estadio Jornalista Mário Filho,Ramon Abatti Abel,Match Report,,/en/matches/168e9dc7/Fluminense-Palmeiras-August-5-2023-Serie-A,168e9dc7,2023,2,1
19.0,Sun,2023-08-13,11:00,Atlético Mineiro,1.1,1–0,0.6,Bahia,,Estádio Governador Magalhães Pinto,Savio Pereira,Match Report,,/en/matches/3bae74c6/Atletico-Mineiro-Bahia-August-13-2023-Serie-A,3bae74c6,2023,1,0
19.0,Sun,2023-08-13,16:00,América (MG),0.9,0–1,0.5,Goiás,,Estádio Raimundo Sampaio,Luiz Flávio de Oliveira,Match Report,,/en/matches/07d4a806/America-MG-Goias-August-13-2023-Serie-A,07d4a806,2023,0,1
19.0,Sun,2023-08-13,16:00,Grêmio,1.2,2–1,1.0,Fluminense,,Arena do Grêmio,Rodrigo José Pereira de Lima,Match Report,,/en/matches/1bf6d037/Gremio-Fluminense-August-13-2023-Serie-A,1bf6d037,2023,2,1
19.0,Sun,2023-08-13,16:00,Corinthians,2.4,3–1,0.8,Coritiba,42171.0,Neo Química Arena,Ramon Abatti Abel,Match Report,,/en/matches/7d067ace/Corinthians-Coritiba-August-13-2023-Serie-A,7d067ace,2023,3,1
19.0,Sun,2023-08-13,18:30,Fortaleza,2.6,4–0,0.5,Santos,,Estádio Castelão,Bruno Mota Correia,Match Report,,/en/matches/706de11f/Fortaleza-Santos-August-13-2023-Serie-A,706de11f,2023,4,0
